Customer_ID,First_Name,Last_Name,middle_name,full_customer_name,Gender,Date_of_Birth,Marital_Status,Phone_Number,Alternate_Mobile_number,Email,Address,City,State,Postal_Code,Employment_Status,Occupation,Annual_Income,Customer_Segment,KYC_Verified,Risk_Category,Joined_Date,Last_Updated_Date,nationality_code,resident_status,permanent_country_code,correspondence_address_line1,correspondence_city,correspondence_postal_code,relationship_manager_code
CUST00202,Megan,Henderson,Grace,Megan Grace Henderson,Female,1/24/1973,Single,97133959629,97133959629,megan.henderson@example.com,"9792 Williams Viaduct, East Gina, WV 95985",West Melvin,Tennessee,95985,Self-employed,"Clinical scientist, histocompatibility and immunogenetics",76688.91,Corporate,Yes,High,10/24/2024,11/1/2024,US,Resident,ZA,,,,RM2633
CUST00203,Patrick,Sanchez,Lee,Patrick Lee Sanchez,Male,8/16/1991,Divorced,95849825449,95849825449,patrick.sanchez@example.com,"7705 Jody Forest, New Alexandra, OH 63812",Port Marissa,Maine,63812,Employed,Adult nurse,12966.18,Retail,Yes,High,4/28/2024,6/21/2024,AU,Resident,GB,,,,RM8681
CUST00204,Jamie,Escobar,Ahmed,Jamie Ahmed Escobar,Female,3/18/1985,Single,94223253672,94223253672,jamie.escobar@example.com,"0164 Lin Brook, Michellefurt, MS 67156",West Georgeport,Illinois,67156,Unemployed,Homemaker,9833.36,Retail,No,Low,9/13/2023,11/28/2024,NG,Non-Resident,US,78 Market Road,Paris,257590,RM5912
CUST00205,Kari,Harper,Marie,Kari Marie Harper,Female,5/9/1955,Married,90168457759,91179557759,kari.harper@example.com,"PSC 0038, Box 4576, APO AP 21079",East Vincent,New Jersey,21079,Employed,Management consultant,41226.78,Retail,No,Low,1/27/2023,12/20/2024,FR,Non-Resident,DE,22 Rosewood Lane,Nairobi,498677,RM8227
CUST00206,Heather,Turner,Marie,Heather Marie Turner,Other,6/22/1983,Divorced,95186363745,95197373755,heather.turner@example.com,"USNV Perez, FPO AA 51992",Lisaview,Missouri,51992,Unemployed,Chartered loss adjuster,5676.41,Retail,Yes,Low,5/1/2024,12/29/2024,US,Non-Resident,FR,22 Rosewood Lane,Mumbai,950095,RM8274
CUST00207,Monica,Meyer,Lee,Monica Lee Meyer,Other,7/2/1995,Married,95001701277,95111711377,monica.meyer@example.com,"Unit 9578 Box 2329, DPO AP 90160",South John,Georgia,90160,Retired,Corporate investment banker,21832.99,Retail,Yes,Low,1/27/2024,2/8/2024,DE,NRI,CA,78 Market Road,Paris,567827,RM1900
CUST00208,Ellen,Thornton,Grace,Ellen Grace Thornton,Other,1/3/1985,Single,94241541520,95351551531,ellen.thornton@example.com,"1881 Lonnie Drive, Port Lucaschester, ME 58566",South Wendy,Wyoming,58566,Unemployed,Unemployed,2222,Retail,Yes,Low,8/2/2024,12/3/2024,NG,NRI,FR,9 Green Park,Paris,962775,RM8843
CUST00209,Brittany,Lopez,Lee,Brittany Lee Lopez,Female,4/25/1958,Divorced,90103712938,91113713939,brittany.lopez@example.com,"330 Miller Tunnel, Andersonfort, SD 49516",North Kathryn,South Carolina,49516,Employed,Regulatory affairs officer,29373.21,Retail,Yes,Low,5/23/2023,3/18/2024,DE,NRI,US,78 Market Road,Lagos,212054,RM3494
CUST00210,Kara,Martin,Ali,Kara Ali Martin,Other,10/5/1964,Married,90627136111,91737137111,kara.martin@example.com,"12797 Delacruz Gateway, Sullivanton, WA 50357",South Kathytown,Louisiana,50357,Unemployed,"Nurse, mental health",12865.43,Retail,No,Low,7/13/2024,9/11/2024,FR,Non-Resident,AU,78 Market Road,London,663857,RM8516
CUST00211,Logan,Newton,James,Logan James Newton,Male,10/9/1989,Married,70218909275,71319919375,logan.newton@example.com,"086 James Mill Suite 447, South Kelly, AR 90934",New Danielmouth,Arizona,90934,Self-employed,"Psychologist, educational",33690.02,SME,No,Low,6/28/2024,11/17/2024,GB,Resident,IN,,,,RM9332
CUST00212,Sandra,Hayes,Lee,Sandra Lee Hayes,Other,7/16/1998,Divorced,97311219656,97311319757,sandra.hayes@example.com,"27937 John Square Apt. 111, Waltersland, VT 50844",East Kimberlyside,Florida,50844,Self-employed,Sales promotion account executive,38819.49,SME,Yes,Low,7/18/2024,12/18/2024,CA,Resident,IN,,,,RM6614
CUST00213,Lisa,Moore,Anne,Lisa Anne Moore,Female,10/24/1986,Divorced,90389994043,91399995153,lisa.moore@example.com,"22064 Cross Mission, Courtneyville, DC 27089",Williamsburgh,Michigan,27089,Self-employed,Forensic scientist,51149.48,Corporate,No,Low,1/3/2023,4/30/2024,CA,Non-Resident,US,123 Main Street,Sydney,589655,RM2354
CUST00214,Alexandria,Jimenez,James,Alexandria James Jimenez,Female,4/18/1983,Divorced,80376137918,81377137919,alexandria.jimenez@example.com,"7199 John Plaza Suite 983, East Eddiestad, FL 04751",New Nicolebury,Indiana,4751,Unemployed,Homemaker,5000,Retail,No,Medium,11/3/2024,11/8/2024,NG,NRI,KE,78 Market Road,Mumbai,990067,RM6507
CUST00215,Thomas,Williams,Anne,Thomas Anne Williams,Male,9/26/1977,Married,99658271091,99759371191,thomas.williams@example.com,"9501 Morris Light, Port Ronaldside, LA 62211",East Emily,South Carolina,62211,Unemployed,Unemployed,2900.82,Retail,Yes,High,4/15/2023,7/18/2023,IN,Non-Resident,GB,22 Rosewood Lane,Sydney,299207,RM3879
CUST00216,Gary,Gutierrez,Jean,Gary Jean Gutierrez,Male,8/23/1963,Single,96848666188,97959777199,gary.gutierrez@example.com,"Unit 8179 Box 4695, DPO AA 69365",New Brian,Oregon,69365,Self-employed,Manufacturing systems engineer,54279.6,Corporate,No,Low,3/22/2024,11/19/2024,KE,NRI,DE,9 Green Park,Paris,332074,RM8862
CUST00217,Timothy,Mendez,Marie,Timothy Marie Mendez,Male,2/22/1983,Married,90832856914,91933957915,timothy.mendez@example.com,"10713 Gutierrez Isle, Annborough, SC 26871",Vasquezburgh,South Carolina,26871,Self-employed,Forest/woodland manager,67027.09,Corporate,Yes,Low,4/1/2023,6/4/2023,IN,NRI,ZA,9 Green Park,Toronto,584525,RM4203
CUST00218,Richard,Parker,Grace,Richard Grace Parker,Male,11/4/1983,Single,96179904210,97179915311,richard.parker@example.com,"35577 Debbie Orchard, Lake Steven, ND 44424",Katieville,Utah,44424,Employed,Patent attorney,23796.36,Retail,Yes,Low,11/9/2023,8/10/2024,NG,Resident,FR,,,,RM9639
CUST00219,Tanya,Brown,Ahmed,Tanya Ahmed Brown,Female,10/27/1984,Married,98842524105,99953535115,tanya.brown@example.com,"1240 Terrell Road Apt. 996, New Darryl, WV 40908",Annettemouth,Oklahoma,40908,Unemployed,Homemaker,17122.43,Retail,Yes,Low,4/25/2024,9/5/2024,KE,NRI,FR,9 Green Park,Cape Town,403609,RM3059
CUST00220,Michelle,Nelson,Singh,Michelle Singh Nelson,Female,4/9/1955,Divorced,99177850792,99177951793,michelle.nelson@example.com,"15031 Hunter Union Suite 823, Sandrahaven, WI 43405",Wileystad,New Hampshire,43405,Self-employed,Chief Technology Officer,43785.51,SME,No,Medium,4/22/2023,12/9/2024,ZA,Non-Resident,AU,123 Main Street,London,122437,RM7267
CUST00221,Rodney,Hurley,Marie,Rodney Marie Hurley,Male,5/31/1995,Divorced,90380003075,91391113175,rodney.hurley@example.com,"40915 Small Cove, Andrewport, IL 42559",East Jenny,New Jersey,42559,Self-employed,Historic buildings inspector/conservation officer,61531.14,SME,Yes,Medium,6/5/2023,11/1/2023,AU,Resident,US,,,,RM8610
CUST00222,Donald,Flores,Kumar,Donald Kumar Flores,Male,5/19/1979,Divorced,96353654195,97353755195,donald.flores@example.com,"USS Clark, FPO AA 72507",West Edwardview,Delaware,72507,Employed,Counsellor,33112.5,Retail,Yes,Low,9/5/2023,4/2/2024,CA,Non-Resident,US,22 Rosewood Lane,Cape Town,901224,RM4783
CUST00223,Tony,Brock,Kumar,Tony Kumar Brock,Male,6/5/1988,Divorced,80617445187,81717555197,tony.brock@example.com,"07016 Christopher Lock, Lake Caitlin, SC 90957",East Charles,South Carolina,90957,Unemployed,Unemployed,5180.66,Retail,Yes,Low,6/27/2024,9/21/2024,NG,Non-Resident,NG,9 Green Park,Paris,869706,RM8932
CUST00224,Heather,Cook,Anne,Heather Anne Cook,Female,11/5/1962,Divorced,94937597383,95937597393,heather.cook@example.com,"74773 Douglas Ridges Suite 562, Kristinamouth, NM 04467",Port Kathyshire,Florida,4467,Employed,"Clinical scientist, histocompatibility and immunogenetics",32034.64,Retail,No,Low,5/28/2023,12/23/2024,FR,Resident,NG,,,,RM5303
CUST00225,Gregory,Murray,Jean,Gregory Jean Murray,Male,12/26/1960,Single,98505064138,99515175139,gregory.murray@example.com,"8148 Morales Loop, New John, NJ 50808",Katrinashire,Florida,50808,Retired,"Engineer, manufacturing",14693.69,Retail,No,Low,2/21/2023,11/12/2023,US,Non-Resident,IN,9 Green Park,New York,904291,RM2513
CUST00226,Robert,Garza,Grace,Robert Grace Garza,Male,9/26/2002,Single,94103865719,95113975719,robert.garza@example.com,"971 Nguyen Court, Thompsonfurt, PA 14754",Bradleymouth,Ohio,14754,Self-employed,Land,36912.53,SME,No,High,8/8/2023,8/24/2023,AU,Resident,US,,,,RM4109
CUST00227,Johnny,Keller,Singh,Johnny Singh Keller,Male,7/11/1955,Divorced,99062344565,99173355575,johnny.keller@example.com,"27846 Gonzalez Springs, Kevinport, NE 94583",Port Dominic,Pennsylvania,94583,Retired,Chartered public finance accountant,28435.71,Retail,No,Medium,5/21/2023,10/29/2024,IN,NRI,NG,9 Green Park,Nairobi,645260,RM9009
CUST00228,Kevin,Carr,Jean,Kevin Jean Carr,Male,2/5/1984,Single,93291212775,93391313775,kevin.carr@example.com,"PSC 0085, Box 1403, APO AA 92542",Abbottport,Arkansas,92542,Employed,"Investment banker, corporate",38816.4,Retail,No,Low,2/10/2024,7/5/2024,GB,Non-Resident,IN,9 Green Park,London,327834,RM6598
CUST00229,Michael,Sullivan,Kumar,Michael Kumar Sullivan,Male,12/23/1978,Married,94741124903,95751135913,michael.sullivan@example.com,"2422 Charles Brook Apt. 762, East Dawnchester, NH 91647",Lake Glenn,Florida,91647,Self-employed,Youth worker,97486.59,Corporate,Yes,Low,4/14/2024,9/26/2024,NG,Non-Resident,ZA,45 Hilltop Ave,Nairobi,380044,RM7749
CUST00230,Catherine,Hicks,Singh,Catherine Singh Hicks,Other,12/6/1986,Single,95680442067,95791553177,catherine.hicks@example.com,"384 House Ports Suite 009, Bushville, NJ 91005",Cruzbury,Idaho,91005,Self-employed,Secretary/administrator,70290.65,SME,Yes,Low,7/20/2023,7/21/2024,KE,Non-Resident,KE,22 Rosewood Lane,London,707890,RM6306
CUST00231,Victoria,Terrell,Ahmed,Victoria Ahmed Terrell,Female,5/13/2002,Single,70100323651,71111333751,victoria.terrell@example.com,"189 Austin Junctions Apt. 778, Berrymouth, MI 39117",Stevenland,North Dakota,39117,Unemployed,Homemaker,14187.2,Retail,Yes,Medium,8/13/2023,12/21/2023,AU,Non-Resident,IN,123 Main Street,Cape Town,963310,RM9614
CUST00232,Michael,Harper,James,Michael James Harper,Male,1/20/1970,Single,93721510702,93731511713,michael.harper@example.com,"904 Miller Parkways Apt. 442, Joshuaview, WA 15122",Bryanfort,Pennsylvania,15122,Retired,"Therapist, art",13451.75,Retail,No,Low,4/23/2024,9/29/2024,ZA,Non-Resident,AU,123 Main Street,Paris,681724,RM3818
CUST00233,Nancy,Hopkins,Anne,Nancy Anne Hopkins,Female,7/11/1974,Single,96625324472,97735335573,nancy.hopkins@example.com,"1292 Mullins Loop, Youngmouth, SC 22427",West Kimberly,Kansas,22427,Self-employed,Location manager,50553.82,SME,No,Low,6/13/2023,9/3/2024,KE,Non-Resident,KE,78 Market Road,Sydney,342747,RM3433
CUST00234,Amy,Baker,Jean,Amy Jean Baker,Female,4/4/1957,Married,98701462638,99711573739,amy.baker@example.com,"6742 Smith Union, Reyesmouth, TX 05877",East Stevenfort,Maryland,5877,Employed,Manufacturing systems engineer,31273.65,Retail,No,Low,7/25/2023,3/19/2024,AU,Non-Resident,KE,45 Hilltop Ave,Toronto,752786,RM5124
CUST00235,Tina,Reynolds,Grace,Tina Grace Reynolds,Other,9/26/1993,Married,97875985642,97975995753,tina.reynolds@example.com,"3938 Byrd Falls Suite 800, North Roberthaven, TX 58951",Matthewview,Connecticut,58951,Unemployed,Unemployed,4444,Retail,Yes,Low,10/1/2023,3/19/2024,ZA,NRI,IN,9 Green Park,Mumbai,669098,RM3615
CUST00236,David,Johnson,Ahmed,David Ahmed Johnson,Male,7/7/1991,Married,80785932133,81795933133,david.johnson@example.com,"92692 Heather Glen, Stevenland, NH 36727",North Sheenaborough,Rhode Island,36727,Employed,Jewellery designer,25865.49,Retail,Yes,High,8/20/2024,11/10/2024,CA,Non-Resident,US,45 Hilltop Ave,Toronto,979525,RM4551
CUST00237,Dawn,Norman,James,Dawn James Norman,Other,3/26/1968,Married,95223955905,95333955915,dawn.norman@example.com,"3962 Rodriguez Plains, Robinsonville, NV 94269",South Paulton,Kentucky,94269,Self-employed,Animal nutritionist,50970.43,SME,Yes,High,7/21/2023,10/9/2023,US,Non-Resident,US,78 Market Road,Cape Town,557621,RM8821
CUST00238,Angel,Duncan,James,Angel James Duncan,Female,6/1/1966,Divorced,94270103930,95371113931,angel.duncan@example.com,"642 Conway Ports, New Jasminefort, NE 53442",Smithfort,Georgia,53442,Retired,Building control surveyor,15845.25,Retail,Yes,Low,10/17/2024,12/26/2024,GB,Resident,CA,,,,RM9520
CUST00239,Kimberly,Smith,Lee,Kimberly Lee Smith,Female,4/7/1996,Divorced,93252500292,93353511393,kimberly.smith@example.com,"15851 Hodges Highway Apt. 280, Guerreroport, MS 14495",Martinezside,Minnesota,14495,Unemployed,Homemaker,11170.76,Retail,Yes,High,5/4/2024,9/20/2024,US,Non-Resident,IN,9 Green Park,Nairobi,948002,RM6844
CUST00240,Angela,Chen,Marie,Angela Marie Chen,Female,5/27/1999,Divorced,96915452267,97915553377,angela.chen@example.com,"Unit 3761 Box 8478, DPO AA 02652",East Austin,Alaska,2652,Self-employed,Banker,48301.82,Corporate,No,Low,1/29/2023,10/19/2023,CA,Resident,US,,,,RM4284
CUST00241,George,Le,Anne,George Anne Le,Male,12/15/1976,Divorced,99264422096,99375533197,george.le@example.com,"931 Jill Overpass, South Rebeccaton, UT 85538",East Lindsayhaven,New Jersey,85538,Employed,Drilling engineer,35009.17,SME,Yes,Medium,6/5/2023,8/18/2024,DE,NRI,ZA,45 Hilltop Ave,Nairobi,658637,RM3830
CUST00242,Mackenzie,Conway,Grace,Mackenzie Grace Conway,Other,5/17/2003,Married,99391725135,99391735135,mackenzie.conway@example.com,"36565 Theresa Ports, West Mary, IL 06476",South Cherylshire,California,6476,Self-employed,Legal executive,30448.9,SME,Yes,Low,1/23/2024,2/10/2024,IN,Resident,US,,,,RM7950
CUST00243,Amy,Hill,Anne,Amy Anne Hill,Other,11/30/2000,Divorced,95704331541,95715331551,amy.hill@example.com,"19620 Miller Avenue, North Jasmine, LA 55056",Jacksonstad,Oklahoma,55056,Employed,Publishing copy,23373.76,Retail,No,Low,6/22/2024,11/25/2024,AU,Non-Resident,DE,22 Rosewood Lane,Paris,273034,RM8716
CUST00244,Melissa,Harris,Ali,Melissa Ali Harris,Female,11/25/1992,Divorced,96267658617,97377759717,melissa.harris@example.com,"279 Courtney Tunnel, Michaeltown, IA 25654",Alexandrachester,Kansas,25654,Self-employed,Chief of Staff,61411.97,SME,Yes,Low,4/2/2023,5/17/2024,ZA,Non-Resident,KE,123 Main Street,Nairobi,178904,RM9301
CUST00245,Lisa,Huffman,Lee,Lisa Lee Huffman,Female,2/2/1986,Single,80405411526,81515511537,lisa.huffman@example.com,"27722 Brian Lakes, Jasonview, RI 99907",South Kaylee,Texas,99907,Employed,Civil Service administrator,32597.23,Retail,Yes,Medium,3/8/2023,10/24/2023,US,Resident,ZA,,,,RM2592
CUST00246,Natalie,Buckley,Kumar,Natalie Kumar Buckley,Female,5/1/1961,Divorced,99706296201,99717397311,natalie.buckley@example.com,"799 Barnes Summit, Jerryville, IN 13354",Port Anthony,North Carolina,13354,Self-employed,"Engineer, communications",31913.67,SME,Yes,Low,7/4/2023,5/19/2024,DE,Non-Resident,ZA,22 Rosewood Lane,Cape Town,842409,RM3784
CUST00247,Jaime,Walker,Jean,Jaime Jean Walker,Female,5/31/1981,Divorced,98844431069,99955531179,jaime.walker@example.com,"PSC 7265, Box 2735, APO AA 27005",Brownchester,Georgia,27005,Retired,Ambulance person,16740.82,Retail,Yes,Low,3/26/2024,10/10/2024,US,Resident,NG,,,,RM5386
CUST00248,Michael,Brown,Singh,Michael Singh Brown,Male,8/26/1958,Married,80614973103,81715973113,michael.brown@example.com,"292 Christopher Walks Suite 397, Ramirezchester, IA 32984",Port Stevenchester,Hawaii,32984,Unemployed,Unemployed,3142.2,Retail,Yes,Low,9/12/2023,8/14/2024,IN,Resident,CA,,,,RM8954
CUST00249,Courtney,Pennington,Grace,Courtney Grace Pennington,Female,7/2/1959,Single,94677418625,95777519735,courtney.pennington@example.com,"8671 Simpson Corner, Lake Jessicaborough, MI 39270",South Tinaton,New Mexico,39270,Unemployed,Homemaker,13018.88,Retail,Yes,Low,7/5/2023,11/19/2024,DE,Non-Resident,US,78 Market Road,Mumbai,242220,RM3591
CUST00250,Alexis,Caldwell,Kumar,Alexis Kumar Caldwell,Female,5/16/1960,Single,94774349021,95775359131,alexis.caldwell@example.com,"625 Padilla Alley, South Patriciamouth, AZ 39375",Hodgeshire,Alaska,39375,Unemployed,Homemaker,8269.32,Retail,No,Medium,11/27/2023,6/23/2024,US,NRI,NG,45 Hilltop Ave,Berlin,100084,RM8889
CUST00251,Kimberly,Norton,Kumar,Kimberly Kumar Norton,Other,12/19/2002,Single,98068687937,99179797937,kimberly.norton@example.com,"65790 Richardson Rue, New Jennaborough, MA 31779",New Nicoleton,North Carolina,31779,Employed,Purchasing manager,35298.04,Retail,No,Low,12/23/2023,4/8/2024,NG,Resident,IN,,,,RM5202
CUST00252,Nancy,Goodwin,Anne,Nancy Anne Goodwin,Other,3/11/1997,Single,98989921722,99999931733,nancy.goodwin@example.com,"640 Nathan Mission Suite 881, Mckinneyside, LA 59742",Port Julie,Iowa,59742,Self-employed,Brewing technologist,78831.37,SME,Yes,High,4/27/2024,9/16/2024,AU,Non-Resident,FR,45 Hilltop Ave,Nairobi,814767,RM9925
CUST00253,Cole,Henson,Singh,Cole Singh Henson,Male,4/22/1955,Married,90632945116,91733955117,cole.henson@example.com,"272 Abigail Road, West Robertside, NJ 45943",South Rachaelport,California,45943,Retired,Advertising art director,21855.73,Retail,No,High,8/24/2024,11/11/2024,NG,Non-Resident,IN,78 Market Road,New York,239685,RM3713
CUST00254,Dorothy,Brown,Lee,Dorothy Lee Brown,Female,12/9/2003,Divorced,97099861622,97199971733,dorothy.brown@example.com,"579 Ellis Port Apt. 424, South Nathan, WI 06703",Port Stacey,Tennessee,6703,Employed,Higher education careers adviser,23960.15,Retail,Yes,Low,4/26/2023,1/25/2024,ZA,Resident,GB,,,,RM5635
CUST00255,Joy,Jackson,James,Joy James Jackson,Other,4/21/1960,Single,94856467997,95957577997,joy.jackson@example.com,"PSC 2231, Box 0592, APO AA 34633",Ianburgh,Virginia,34633,Self-employed,"Engineer, land",59760.88,Corporate,No,Low,10/15/2023,3/6/2024,FR,Resident,KE,,,,RM9934
CUST00256,Kristina,Johnson,Ahmed,Kristina Ahmed Johnson,Female,12/6/1970,Single,99960653074,99971753175,kristina.johnson@example.com,"67275 Adam Streets, Deborahport, LA 99350",Earlmouth,Ohio,99350,Employed,Data processing manager,45801.34,SME,No,Low,2/9/2024,3/29/2024,KE,NRI,CA,45 Hilltop Ave,Berlin,889082,RM7482
CUST00257,Rebecca,Chandler,Marie,Rebecca Marie Chandler,Female,6/13/1979,Married,94713247546,95713357557,rebecca.chandler@example.com,"0693 Howard Islands, New Danielleshire, IN 36929",Hannahfort,Arizona,36929,Employed,Charity officer,26815.21,SME,Yes,Medium,1/12/2024,7/20/2024,US,NRI,ZA,9 Green Park,Toronto,726061,RM7488
CUST00258,Kimberly,Griffin,Lee,Kimberly Lee Griffin,Female,1/23/1995,Single,96785082148,97795193159,kimberly.griffin@example.com,"562 Wood Landing, West Michaelport, OH 11982",New Prestonfort,Massachusetts,11982,Self-employed,Pathologist,43618.86,SME,Yes,Low,6/17/2023,5/27/2024,AU,NRI,DE,45 Hilltop Ave,Mumbai,952808,RM3946
CUST00259,Robert,Roberts,James,Robert James Roberts,Male,3/10/2004,Single,93030705345,93131715355,robert.roberts@example.com,"47851 Davis Lodge, Robertside, VT 74938",Chandlerchester,Florida,74938,Retired,"Engineer, communications",18648.98,Retail,Yes,High,8/9/2024,9/4/2024,IN,Non-Resident,AU,45 Hilltop Ave,Paris,735508,RM7362
CUST00260,Charlene,James,Ali,Charlene Ali James,Other,1/20/1987,Single,93579727985,93579737995,charlene.james@example.com,"00244 Martinez Shores Suite 627, North David, NM 09246",Williamsport,Pennsylvania,9246,Self-employed,Television camera operator,68952.34,SME,No,Low,4/10/2024,8/28/2024,US,Non-Resident,US,22 Rosewood Lane,Cape Town,681776,RM7694
CUST00261,Karen,Graham,Ahmed,Karen Ahmed Graham,Other,11/30/1966,Divorced,90406029333,91517139333,karen.graham@example.com,"2902 Murray Square, West Frank, MN 55487",Mccannville,Mississippi,55487,Unemployed,Unemployed,3333,Retail,No,Medium,5/9/2024,9/24/2024,IN,NRI,IN,22 Rosewood Lane,Mumbai,789066,RM8715
CUST00262,Donna,Moreno,James,Donna James Moreno,Other,8/4/1954,Single,80722903494,81733913595,donna.moreno@example.com,"554 Jennings Spurs, Codyshire, FL 02191",Port Courtney,Wisconsin,2191,Retired,Herbalist,18242.43,Retail,No,Medium,4/17/2023,5/23/2024,AU,Non-Resident,DE,22 Rosewood Lane,London,157634,RM4610
CUST00263,Jacqueline,Washington,Grace,Jacqueline Grace Washington,Female,7/9/1972,Married,94374896910,95375997911,jacqueline.washington@example.com,"7112 Timothy Inlet, Donmouth, PA 69067",North Jeffery,North Carolina,69067,Unemployed,Homemaker,10980.78,Retail,No,Low,5/12/2023,10/20/2023,IN,NRI,IN,9 Green Park,Toronto,532357,RM7977
CUST00264,Michelle,Johnson,Marie,Michelle Marie Johnson,Female,6/7/1957,Divorced,90715454443,91715555553,michelle.johnson@example.com,"21611 Kim Throughway, Williamsville, WY 86980",East Melissa,Georgia,86980,Self-employed,Barrister's clerk,45617.99,SME,Yes,High,2/3/2024,9/20/2024,KE,Non-Resident,DE,123 Main Street,Nairobi,660524,RM7821
CUST00265,Julie,Kerr,Anne,Julie Anne Kerr,Other,4/22/1952,Married,95207446660,95317557771,julie.kerr@example.com,"50124 Bell Walk, New Ashley, OR 02333",West Elizabethville,Delaware,2333,Self-employed,"Engineer, agricultural",32303.68,Corporate,No,Medium,11/10/2024,12/20/2024,NG,NRI,DE,123 Main Street,Mumbai,956795,RM8360
CUST00266,Tracey,Jackson,Singh,Tracey Singh Jackson,Other,9/3/2000,Divorced,93875842824,93975953935,tracey.jackson@example.com,"1256 Lewis Forks, Rodriguezmouth, NH 14960",Lake Coreyborough,North Carolina,14960,Retired,Research scientist (life sciences),21434.71,Retail,Yes,Low,2/22/2023,2/26/2023,KE,Non-Resident,IN,22 Rosewood Lane,Lagos,859827,RM2437
CUST00267,Pamela,Bush,Grace,Pamela Grace Bush,Other,4/11/1987,Married,98251353465,99351353575,pamela.bush@example.com,"738 Roberts Walk Suite 317, Harryfort, CT 52453",North Markville,Missouri,52453,Unemployed,Unemployed,4444,Retail,No,Medium,12/7/2023,2/11/2024,DE,Resident,CA,,,,RM4748
CUST00268,Briana,Morales,Anne,Briana Anne Morales,Female,7/20/1989,Single,97099917381,97199917391,briana.morales@example.com,"Unit 5396 Box 1367, DPO AA 94020",Lake Saraburgh,California,94020,Unemployed,Homemaker,8754.14,Retail,No,Medium,8/17/2024,12/7/2024,DE,Non-Resident,KE,9 Green Park,Mumbai,477552,RM1747
CUST00269,Don,Clarke,Ali,Don Ali Clarke,Male,3/5/1993,Single,70356972521,71357973531,don.clarke@example.com,"14773 Anthony Street Apt. 170, South Cassandra, FL 40183",Kellyfurt,New York,40183,Unemployed,Unemployed,2545.6,Retail,Yes,Low,4/28/2024,12/26/2024,US,Resident,CA,,,,RM3183
CUST00270,Paige,Guerrero,Anne,Paige Anne Guerrero,Female,9/29/1984,Divorced,80074329271,81175339371,paige.guerrero@example.com,"588 Stephanie Bypass Suite 167, Melissamouth, AZ 04807",Sparksborough,Maine,4807,Retired,Immunologist,21241.1,Retail,No,Low,3/12/2023,11/24/2024,DE,Resident,AU,,,,RM8315
CUST00271,Stacey,Martin,Lee,Stacey Lee Martin,Female,9/2/1978,Married,97600835058,97711935159,stacey.martin@example.com,"889 Alvarez Walk Apt. 806, Troyfurt, TX 46738",West Jennifer,New York,46738,Employed,IT sales professional,38303.36,Retail,Yes,Medium,8/18/2024,10/12/2024,US,Non-Resident,KE,123 Main Street,New York,785435,RM3127
CUST00272,Amy,Garza,James,Amy James Garza,Other,2/1/1958,Divorced,93354216894,93355317995,amy.garza@example.com,"5565 Donna Gateway, Lake Larry, UT 09086",Michaelshire,Alaska,9086,Employed,Colour technologist,21439.16,SME,Yes,High,1/13/2023,9/28/2023,FR,Non-Resident,ZA,22 Rosewood Lane,Lagos,134563,RM5467
CUST00273,Gail,Smith,Ali,Gail Ali Smith,Female,7/22/1971,Married,97898562575,97999573575,gail.smith@example.com,"PSC 4079, Box 0569, APO AA 42761",South Dianechester,Oregon,42761,Self-employed,Records manager,70750.8,SME,No,High,3/20/2024,4/26/2024,AU,NRI,NG,45 Hilltop Ave,Toronto,116169,RM4759
CUST00274,Brett,Leonard,Lee,Brett Lee Leonard,Male,3/23/1972,Single,93230982150,93331993151,brett.leonard@example.com,"71834 Williams Ports Suite 391, New Matthewland, NC 62795",Shawmouth,Hawaii,62795,Unemployed,Unemployed,2469.95,Retail,Yes,Low,11/28/2023,5/8/2024,AU,Non-Resident,CA,123 Main Street,London,792099,RM4272
CUST00275,Rebecca,Pearson,Ali,Rebecca Ali Pearson,Other,11/26/1969,Single,90001676184,91111777195,rebecca.pearson@example.com,"878 Nicole Road Apt. 973, Adamsside, RI 57350",Ryanside,Massachusetts,57350,Self-employed,Best boy,75739.5,SME,Yes,Low,3/13/2024,8/6/2024,NG,Non-Resident,KE,22 Rosewood Lane,Berlin,777781,RM5202
CUST00276,Kelly,Diaz,Ali,Kelly Ali Diaz,Other,6/2/1959,Divorced,80461849926,81571959937,kelly.diaz@example.com,"1364 Lucas Glens Apt. 631, East Anthony, ME 61339",East Julie,Wisconsin,61339,Employed,Press photographer,25553.62,SME,No,Medium,1/13/2024,8/17/2024,GB,Resident,ZA,,,,RM9925
CUST00277,Javier,Bullock,Anne,Javier Anne Bullock,Male,2/9/1963,Single,97393483564,97393593575,javier.bullock@example.com,"070 Michele Corner, Carolynland, MT 48137",West Derek,Kentucky,48137,Employed,Occupational psychologist,43859.03,Retail,No,Low,5/20/2023,9/24/2023,NG,Resident,FR,,,,RM3713
CUST00278,Tony,Ramsey,Marie,Tony Marie Ramsey,Male,12/5/1958,Divorced,97530011972,97531111973,tony.ramsey@example.com,"1391 Murphy Prairie Suite 363, North Gregory, NV 54027",North Ashley,North Carolina,54027,Employed,Banker,40086.03,Retail,Yes,Low,7/17/2023,10/16/2024,CA,Resident,US,,,,RM5635
